Report Name,Organisation Code,Organisation Name,Month,Patient Type,Value 1,Value 2,Value 3,Value 4
5. Total Time in A&E,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,May-20,Admitted,163,300.5,710,1430
5. Total Time in A&E,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,May-20,All Patients,101,233,710,5465
5. Total Time in A&E,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,May-20,Non-Admitted,81,212,442,4035
5. Total Time in A&E,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,May-20,Admitted,222,522.15,1416,3140
5. Total Time in A&E,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,May-20,All Patients,175,401.85,1416,11665
5. Total Time in A&E,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,May-20,Non-Admitted,154,316.75,1192,8525
5. Total Time in A&E,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,May-20,Admitted,199.5,282,984,2385
5. Total Time in A&E,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,May-20,All Patients,141,238,984,7565
5. Total Time in A&E,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,May-20,Non-Admitted,110,234,753,5180
5. Total Time in A&E,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,May-20,Admitted,223,492,1175,3495
5. Total Time in A&E,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,May-20,All Patients,189,436,1175,7980
5. Total Time in A&E,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,May-20,Non-Admitted,160,368,1023,4485
5. Total Time in A&E,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,May-20,Admitted,173,374,1240,2255
5. Total Time in A&E,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,May-20,All Patients,81,282,1425,9835
5. Total Time in A&E,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,May-20,Non-Admitted,66,234,1425,7580
5. Total Time in A&E,RKE,WHITTINGTON HEALTH NHS TRUST,May-20,Admitted,235,712.75,1388,1065
5. Total Time in A&E,RKE,WHITTINGTON HEALTH NHS TRUST,May-20,All Patients,147,410,1388,5705
5. Total Time in A&E,RKE,WHITTINGTON HEALTH NHS TRUST,May-20,Non-Admitted,130,240,1376,4635
5. Total Time in A&E,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,May-20,Admitted,28,49.5,66,65
5. Total Time in A&E,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,May-20,All Patients,132,379,1439,9870
5. Total Time in A&E,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,May-20,Non-Admitted,133,380,1439,9805
5. Total Time in A&E,RLQ,WYE VALLEY NHS TRUST,May-20,Admitted,303,757.25,1408,530
5. Total Time in A&E,RLQ,WYE VALLEY NHS TRUST,May-20,All Patients,199,548.95,1408,3920
5. Total Time in A&E,RLQ,WYE VALLEY NHS TRUST,May-20,Non-Admitted,184,488,1349,3390
5. Total Time in A&E,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,May-20,Admitted,225,325,1205,1415
5. Total Time in A&E,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,May-20,All Patients,125,239,1205,5020
5. Total Time in A&E,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,May-20,Non-Admitted,86,225,1180,3605
5. Total Time in A&E,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,May-20,Admitted,311,654.8,1310,3125
5. Total Time in A&E,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,May-20,All Patients,204,542,1310,9825
5. Total Time in A&E,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,May-20,Non-Admitted,166,405.15,1051,6700
5. Total Time in A&E,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,May-20,Admitted,209,397.7,1163,2425
5. Total Time in A&E,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,May-20,All Patients,166,325,1163,6220
5. Total Time in A&E,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,May-20,Non-Admitted,139,239,795,3795
5. Total Time in A&E,RMC,BOLTON NHS FOUNDATION TRUST,May-20,All Patients,150,315.8,1159,7845
5. Total Time in A&E,RMC,BOLTON NHS FOUNDATION TRUST,May-20,Non-Admitted,150,315.8,1159,7845
5. Total Time in A&E,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,May-20,Admitted,161,388,896,2355
5. Total Time in A&E,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,May-20,All Patients,145,333,896,6465
5. Total Time in A&E,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,May-20,Non-Admitted,142,240,803,4110
5. Total Time in A&E,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,May-20,Admitted,198,347.05,945,2020
5. Total Time in A&E,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,May-20,All Patients,139,239,945,6990
5. Total Time in A&E,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,May-20,Non-Admitted,116,237,776,4970
5. Total Time in A&E,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,May-20,Admitted,202,344.75,874,2865
5. Total Time in A&E,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,May-20,All Patients,129,240,874,9130
5. Total Time in A&E,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,May-20,Non-Admitted,94,234,753,6265
5. Total Time in A&E,RN7,DARTFORD AND GRAVESHAM NHS TRUST,May-20,Admitted,52,129.6,227,75
5. Total Time in A&E,RN7,DARTFORD AND GRAVESHAM NHS TRUST,May-20,All Patients,154,238,1291,7455
5. Total Time in A&E,RN7,DARTFORD AND GRAVESHAM NHS TRUST,May-20,Non-Admitted,155,238,1291,7380
5. Total Time in A&E,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,May-20,Admitted,130,294,781,2435
5. Total Time in A&E,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,May-20,All Patients,103,239,781,6065
5. Total Time in A&E,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,May-20,Non-Admitted,92,235,734,3625
5. Total Time in A&E,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,May-20,Admitted,186,354.05,1192,900
5. Total Time in A&E,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,May-20,All Patients,127,310,1192,5300
5. Total Time in A&E,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,May-20,Non-Admitted,115,292,1112,4400
5. Total Time in A&E,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,May-20,Admitted,273,558,1315,1690
5. Total Time in A&E,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,May-20,All Patients,178,461,1416,6065
5. Total Time in A&E,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,May-20,Non-Admitted,142,367,1416,4375
5. Total Time in A&E,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,May-20,Admitted,219,528.55,1437,2330
5. Total Time in A&E,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,May-20,All Patients,125,374.4,1437,7195
5. Total Time in A&E,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,May-20,Non-Admitted,87,237,1189,4865
5. Total Time in A&E,RNZ,SALISBURY NHS FOUNDATION TRUST,May-20,Admitted,211,343.4,686,1045
5. Total Time in A&E,RNZ,SALISBURY NHS FOUNDATION TRUST,May-20,All Patients,150,274,769,3305
5. Total Time in A&E,RNZ,SALISBURY NHS FOUNDATION TRUST,May-20,Non-Admitted,125,235.1,769,2260
5. Total Time in A&E,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,May-20,Admitted,162,394.9,1017,3045
5. Total Time in A&E,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,May-20,All Patients,112,271,1017,11495
5. Total Time in A&E,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,May-20,Non-Admitted,102,236,850,8455
5. Total Time in A&E,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,May-20,Admitted,101,191.75,224,25
5. Total Time in A&E,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,May-20,All Patients,58.5,157,261,4790
5. Total Time in A&E,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,May-20,Non-Admitted,58,156,261,4765
5. Total Time in A&E,RPA,MEDWAY NHS FOUNDATION TRUST,May-20,Admitted,223,652.85,1377,1945
5. Total Time in A&E,RPA,MEDWAY NHS FOUNDATION TRUST,May-20,All Patients,137,419.1,1420,8220
5. Total Time in A&E,RPA,MEDWAY NHS FOUNDATION TRUST,May-20,Non-Admitted,122,270,1420,6275
5. Total Time in A&E,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,May-20,All Patients,28,107.2,212,535
5. Total Time in A&E,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,May-20,Non-Admitted,28,107.2,212,535
5. Total Time in A&E,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,May-20,Admitted,226,343.8,572,405
5. Total Time in A&E,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,May-20,All Patients,142,238,572,2960
5. Total Time in A&E,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,May-20,Non-Admitted,128,237,462,2555
5. Total Time in A&E,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,May-20,All Patients,174,381.55,1439,10190
5. Total Time in A&E,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,May-20,Non-Admitted,174,381.55,1439,10190
5. Total Time in A&E,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,May-20,Admitted,*,*,*,*
5. Total Time in A&E,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,May-20,All Patients,132,345.2,1201,6295
5. Total Time in A&E,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,May-20,Non-Admitted,132,345,1201,6295
5. Total Time in A&E,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,May-20,Admitted,342,1041.7,1401,185
5. Total Time in A&E,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,May-20,All Patients,181,685,1439,5730
5. Total Time in A&E,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,May-20,Non-Admitted,177,666.9,1439,5540
5. Total Time in A&E,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,May-20,Admitted,208,355,743,1420
5. Total Time in A&E,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,May-20,All Patients,139,267,743,5525
5. Total Time in A&E,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,May-20,Non-Admitted,110,236,632,4100
5. Total Time in A&E,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,May-20,Admitted,207,345.35,911,4635
5. Total Time in A&E,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,May-20,All Patients,144,239,1294,12170
5. Total Time in A&E,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,May-20,Non-Admitted,102,228,1294,7535
5. Total Time in A&E,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",May-20,Admitted,176,291.4,699,3225
5. Total Time in A&E,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",May-20,All Patients,126,238,699,8085
5. Total Time in A&E,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",May-20,Non-Admitted,104,227,536,4860
5. Total Time in A&E,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,May-20,Admitted,200,416.2,1418,7875
5. Total Time in A&E,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,May-20,All Patients,150,346,1418,21125
5. Total Time in A&E,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,May-20,Non-Admitted,123,292,1299,13250
5. Total Time in A&E,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,May-20,Admitted,203,449,1306,1140
5. Total Time in A&E,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,May-20,All Patients,139,334.2,1346,4735
5. Total Time in A&E,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,May-20,Non-Admitted,119,239,1346,3595
5. Total Time in A&E,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,May-20,Admitted,170,351,982,2120
5. Total Time in A&E,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,May-20,All Patients,120,260,1042,9450
5. Total Time in A&E,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,May-20,Non-Admitted,107,236,1042,7330
5. Total Time in A&E,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,May-20,All Patients,169,406,1292,8915
5. Total Time in A&E,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,May-20,Non-Admitted,169,406,1292,8915
5. Total Time in A&E,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,May-20,Admitted,132,236,444,4885
5. Total Time in A&E,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,May-20,All Patients,85,229.05,444,11520
5. Total Time in A&E,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,May-20,Non-Admitted,69,206,337,6635
5. Total Time in A&E,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,May-20,Admitted,201,389,1030,4415
5. Total Time in A&E,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,May-20,All Patients,137,327,1403,15025
5. Total Time in A&E,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,May-20,Non-Admitted,104,283,1403,10610
5. Total Time in A&E,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,May-20,Admitted,221,397,1248,2700
5. Total Time in A&E,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,May-20,All Patients,164,318.8,1439,8845
5. Total Time in A&E,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,May-20,Non-Admitted,140,240,1439,6145
5. Total Time in A&E,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,May-20,Admitted,199,379.9,1416,945
5. Total Time in A&E,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,May-20,All Patients,139,239,1433,6095
5. Total Time in A&E,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,May-20,Non-Admitted,124,238,1433,5150
5. Total Time in A&E,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,May-20,Admitted,234,240,963,2435
5. Total Time in A&E,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,May-20,All Patients,176,240,963,6705
5. Total Time in A&E,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,May-20,Non-Admitted,138,239,697,4265
5. Total Time in A&E,RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,May-20,Admitted,60.5,142.35,174,85
5. Total Time in A&E,RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,May-20,All Patients,53,126,287,2500
5. Total Time in A&E,RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,May-20,Non-Admitted,52,125.35,287,2415
5. Total Time in A&E,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,May-20,Admitted,31.5,82.95,120,70
5. Total Time in A&E,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,May-20,All Patients,112,260.95,706,9040
5. Total Time in A&E,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,May-20,Non-Admitted,113,262,706,8975
5. Total Time in A&E,RTV,NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST,May-20,All Patients,51,112,997,915
5. Total Time in A&E,RTV,NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST,May-20,Non-Admitted,51,112,997,915
5. Total Time in A&E,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,May-20,Admitted,175,387.3,1407,2120
5. Total Time in A&E,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,May-20,All Patients,122,310.6,1407,6130
5. Total Time in A&E,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,May-20,Non-Admitted,106,238,920,4010
5. Total Time in A&E,RVJ,NORTH BRISTOL NHS TRUST,May-20,Admitted,183,283,1295,2705
5. Total Time in A&E,RVJ,NORTH BRISTOL NHS TRUST,May-20,All Patients,156,240,1295,5975
5. Total Time in A&E,RVJ,NORTH BRISTOL NHS TRUST,May-20,Non-Admitted,136,238,959,3270
5. Total Time in A&E,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,May-20,Admitted,223,469.35,1074,2455
5. Total Time in A&E,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,May-20,All Patients,154,334,1332,8780
5. Total Time in A&E,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,May-20,Non-Admitted,131,239,1332,6330
5. Total Time in A&E,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,May-20,Admitted,255,695,1436,3185
5. Total Time in A&E,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,May-20,All Patients,163,563.5,1439,13965
5. Total Time in A&E,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,May-20,Non-Admitted,135,490.1,1439,10780
5. Total Time in A&E,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,May-20,Admitted,184,374.3,667,1350
5. Total Time in A&E,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,May-20,All Patients,62,284.2,943,7855
5. Total Time in A&E,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,May-20,Non-Admitted,55,231,943,6510
5. Total Time in A&E,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,May-20,Admitted,188,369,1085,1720
5. Total Time in A&E,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,May-20,All Patients,133,273,1220,4570
5. Total Time in A&E,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,May-20,Non-Admitted,103,229,1220,2845
5. Total Time in A&E,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,May-20,Admitted,25.5,106.25,114,25
5. Total Time in A&E,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,May-20,All Patients,41,131.05,1236,680
5. Total Time in A&E,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,May-20,Non-Admitted,41,132.25,1236,655
5. Total Time in A&E,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,May-20,Admitted,200,408,1123,5485
5. Total Time in A&E,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,May-20,All Patients,135,296,1123,20005
5. Total Time in A&E,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,May-20,Non-Admitted,118,237,975,14520
5. Total Time in A&E,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,May-20,Admitted,192,368.8,903,2845
5. Total Time in A&E,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,May-20,All Patients,159,326,903,8295
5. Total Time in A&E,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,May-20,Non-Admitted,145,292,728,5450
5. Total Time in A&E,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,May-20,Admitted,216,441,1147,3320
5. Total Time in A&E,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,May-20,All Patients,164,376.2,1153,9015
5. Total Time in A&E,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,May-20,Non-Admitted,133,316,1153,5695
5. Total Time in A&E,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,May-20,Admitted,210,579.65,983,4230
5. Total Time in A&E,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,May-20,All Patients,137,431,1436,12505
5. Total Time in A&E,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,May-20,Non-Admitted,112,296,1436,8280
5. Total Time in A&E,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,May-20,Admitted,304,620,1349,1520
5. Total Time in A&E,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,May-20,All Patients,149,385,1349,10920
5. Total Time in A&E,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,May-20,Non-Admitted,132,239,1054,9400
5. Total Time in A&E,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,May-20,Admitted,236,529.65,1368,2590
5. Total Time in A&E,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,May-20,All Patients,153,424.3,1439,8855
5. Total Time in A&E,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,May-20,Non-Admitted,121,318,1439,6265
5. Total Time in A&E,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,May-20,Admitted,238,588,1423,2225
5. Total Time in A&E,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,May-20,All Patients,152,466,1439,9155
5. Total Time in A&E,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,May-20,Non-Admitted,122,375,1439,6930
5. Total Time in A&E,RWJ,STOCKPORT NHS FOUNDATION TRUST,May-20,Admitted,212,363.1,872,2480
5. Total Time in A&E,RWJ,STOCKPORT NHS FOUNDATION TRUST,May-20,All Patients,164,240,872,6450
5. Total Time in A&E,RWJ,STOCKPORT NHS FOUNDATION TRUST,May-20,Non-Admitted,137,237,790,3975
5. Total Time in A&E,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,May-20,Admitted,40,113.2,209,125
5. Total Time in A&E,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,May-20,All Patients,126,354,1258,11860
5. Total Time in A&E,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,May-20,Non-Admitted,127,355,1258,11735
5. Total Time in A&E,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,May-20,Admitted,167,514,1135,2905
5. Total Time in A&E,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,May-20,All Patients,122,404,1135,8320
5. Total Time in A&E,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,May-20,Non-Admitted,113,255.75,1002,5415
5. Total Time in A&E,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,May-20,Admitted,188.5,566.75,951,95
5. Total Time in A&E,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,May-20,All Patients,115,240,1122,9405
5. Total Time in A&E,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,May-20,Non-Admitted,114,240,1122,9310
5. Total Time in A&E,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,May-20,Admitted,213,424.75,1097,3945
5. Total Time in A&E,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,May-20,All Patients,144,361,1098,12320
5. Total Time in A&E,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,May-20,Non-Admitted,117,309,1098,8375
5. Total Time in A&E,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,May-20,Admitted,211,471.9,1328,2190
5. Total Time in A&E,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,May-20,All Patients,142,383,1438,9075
5. Total Time in A&E,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,May-20,Non-Admitted,122,331,1438,6885
5. Total Time in A&E,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,May-20,Admitted,212,450,956,3330
5. Total Time in A&E,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,May-20,All Patients,110,351,956,14570
5. Total Time in A&E,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,May-20,Non-Admitted,90,276,902,11240
5. Total Time in A&E,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,May-20,Admitted,31,173,636,495
5. Total Time in A&E,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,May-20,All Patients,42,222,829,5895
5. Total Time in A&E,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,May-20,Non-Admitted,45,223,829,5400
5. Total Time in A&E,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,May-20,Admitted,200,459.85,1435,2105
5. Total Time in A&E,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,May-20,All Patients,175,413,1435,4770
5. Total Time in A&E,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,May-20,Non-Admitted,155,348,1245,2665
5. Total Time in A&E,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,May-20,Admitted,215,564.6,1355,2030
5. Total Time in A&E,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,May-20,All Patients,137,373.05,1355,8960
5. Total Time in A&E,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,May-20,Non-Admitted,121,267,1105,6930
5. Total Time in A&E,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,May-20,Admitted,203,339.4,702,2795
5. Total Time in A&E,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,May-20,All Patients,143,239,779,9760
5. Total Time in A&E,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,May-20,Non-Admitted,118,237,779,6965
5. Total Time in A&E,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,May-20,Admitted,216,703.65,1352,1930
5. Total Time in A&E,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,May-20,All Patients,168,534,1385,5305
5. Total Time in A&E,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,May-20,Non-Admitted,149,378.25,1385,3375
5. Total Time in A&E,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,May-20,Admitted,194,414,1096,3230
5. Total Time in A&E,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,May-20,All Patients,127,299,1096,11010
