code_hopital,annee_fiscale,taux_occupation_lits,taux_mortalite,taux_infection_nosocomiale,duree_moyenne_sejour_jours,temps_attente_median_min,taux_lits_vacants,taux_transfert,nombre_lits_disponibles,total_admissions,nombre_medecins,nombre_infirmiers,ratio_medecin_par_lit,ratio_infirmier_par_lit,ratio_infirmier_par_medecin,statut_hopital
RHU,2016-17,95.1,3.873,0.0205,4.778554406309118,145.0,4.9,2.21,1058.4555555555555,141563.0,920.0,2130.0,0.869,2.012,2.315,Critique
RHW,2016-17,84.1,3.236,0.0288,3.7816822003054393,158.0,15.9,7.1,696.2333333333333,107566.0,685.0,1451.0,0.984,2.084,2.118,Attention
RK9,2016-17,88.6,3.362,0.0341,4.356226139754264,177.0,11.4,1.52,939.3222222222222,123165.0,912.0,1720.0,0.971,1.831,1.886,Attention
RN3,2016-17,94.5,3.05,0.0329,3.8410601804191167,127.0,5.5,2.25,529.0111111111111,91051.0,536.0,1371.0,1.013,2.592,2.558,Attention
RNZ,2016-17,85.2,3.15,0.0265,4.867123057067505,154.0,14.8,6.8,496.0,56660.0,357.0,788.0,0.72,1.589,2.207,Attention
RPA,2016-17,95.8,3.473,0.0259,3.961911901192261,136.0,4.2,2.55,534.0,77250.0,521.0,1002.0,0.976,1.876,1.923,Attention
RTH,2016-17,92.6,2.747,0.0299,3.879758607526052,173.0,7.4,2.27,1219.9333333333334,204304.0,1688.0,3412.0,1.384,2.797,2.021,Attention
RTK,2016-17,83.2,4.319,0.0195,4.225216465249804,179.0,16.8,1.49,570.8888888888889,77017.0,554.0,921.0,0.97,1.613,1.662,Normal
RTP,2016-17,91.1,3.918,0.0406,5.028862229244364,190.0,8.9,1.62,683.2888888888889,83836.0,586.0,976.0,0.858,1.428,1.666,Attention
RVV,2016-17,92.0,3.953,0.0155,3.6656701263537905,151.0,8.0,1.91,1068.0,180370.0,946.0,1981.0,0.886,1.855,2.094,Attention
RWF,2016-17,91.4,3.706,0.0164,4.423081664098613,162.0,8.6,2.39,855.8111111111111,109988.0,688.0,1357.0,0.804,1.586,1.972,Attention
RXC,2016-17,90.8,4.977,0.0465,5.561882494909118,172.0,9.2,1.31,805.9,98896.0,571.0,1888.0,0.709,2.343,3.306,Attention
RXH,2016-17,94.7,3.509,0.0414,4.62909677681804,169.0,5.3,1.33,889.0,125516.0,1135.0,2300.0,1.277,2.587,2.026,Attention
RXQ,2016-17,96.3,2.751,0.0359,4.704250676442349,179.0,3.7,5.37,770.0,105764.0,658.0,1727.0,0.855,2.243,2.625,Critique
R0A,2017-18,90.4,2.005,0.0874,4.416367125212832,169.0,9.6,3.97,2083.777777777778,304465.0,2322.0,5857.0,1.114,2.811,2.522,Attention
RAE,2017-18,91.4,2.241,0.0375,2.777482526851707,190.0,8.6,7.04,690.0,127890.0,687.0,1419.0,0.996,2.057,2.066,Attention
RBL,2017-18,91.4,3.335,0.1439,5.004968960472381,200.0,8.6,4.35,795.3222222222222,111855.0,600.0,1464.0,0.754,1.841,2.44,Attention
RBN,2017-18,95.2,3.183,0.0658,3.387135620996176,143.0,4.8,5.89,721.8111111111111,121580.0,664.0,1408.0,0.92,1.951,2.12,Critique
RBT,2017-18,91.3,3.297,0.0476,3.521405636817695,107.0,8.7,6.71,571.0,79910.0,328.0,1047.0,0.574,1.834,3.192,Attention
RCB,2017-18,88.1,3.671,0.0772,3.9235369545110568,176.0,11.9,4.98,1057.9333333333334,158005.0,768.0,2011.0,0.726,1.901,2.618,Attention
RCD,2017-18,88.4,3.483,0.0742,4.242239649826737,139.0,11.6,1.22,344.14444444444445,56575.0,388.0,1274.0,1.127,3.702,3.284,Attention
RCF,2017-18,84.3,3.107,0.0664,3.639424565749838,153.0,15.7,3.33,387.0,61775.0,268.0,659.0,0.693,1.703,2.459,Normal
REM,2017-18,93.6,4.08,0.0929,4.868592974203905,162.0,6.4,0.07,808.1222222222223,94720.0,564.0,1242.0,0.698,1.537,2.202,Critique
RFF,2017-18,94.2,3.52,0.0663,3.391639041537811,159.0,5.8,3.42,423.6,70845.0,336.0,838.0,0.793,1.978,2.494,Attention
RFR,2017-18,91.1,3.631,0.046,3.787114845938375,181.0,8.9,6.59,457.93333333333334,67420.0,339.0,1185.0,0.74,2.588,3.496,Attention
RHQ,2017-18,96.6,3.169,0.1093,4.927144719687092,152.0,3.4,3.84,1555.5222222222221,239630.0,1543.0,4045.0,0.992,2.6,2.622,Critique
RJN,2017-18,91.3,5.03,0.1817,5.200768245838669,167.0,8.7,1.18,344.1777777777778,35230.0,253.0,724.0,0.735,2.104,2.862,Attention
RJR,2017-18,94.3,3.109,0.0956,4.071718566453022,146.0,5.7,10.22,582.4888888888889,80575.0,448.0,913.0,0.769,1.567,2.038,Critique
RM3,2017-18,91.4,3.826,0.0787,5.392118742288855,182.0,8.6,2.43,812.2444444444444,96535.0,847.0,1947.0,1.043,2.397,2.299,Attention
RMP,2017-18,92.7,4.649,0.1236,4.325830239273928,185.0,7.3,1.56,463.2111111111111,52605.0,307.0,1008.0,0.663,2.176,3.283,Critique
RP5,2017-18,83.7,3.832,0.0769,3.7081248448584456,133.0,16.3,1.67,872.3444444444444,126105.0,571.0,1604.0,0.655,1.839,2.809,Normal
RR8,2017-18,91.0,3.397,0.1691,5.333889498021643,174.0,9.0,1.92,1945.3777777777777,197525.0,2082.0,3781.0,1.07,1.944,1.816,Attention
RRF,2017-18,88.9,4.202,0.0751,3.692690993275273,142.0,11.1,1.03,486.8,85240.0,541.0,1129.0,1.111,2.319,2.087,Attention
RTD,2017-18,81.0,2.576,0.081,5.047115939242453,105.0,19.0,1.05,1586.2666666666667,218550.0,1752.0,4230.0,1.104,2.667,2.414,Normal
RTF,2017-18,82.9,4.603,0.0654,4.202207487448155,104.0,17.1,0.78,966.7666666666667,119205.0,617.0,2291.0,0.638,2.37,3.713,Normal
RTR,2017-18,91.8,3.314,0.0826,3.967749819474532,118.0,8.2,2.58,942.8555555555556,154890.0,967.0,2518.0,1.026,2.671,2.604,Attention
RTX,2017-18,83.5,3.641,0.1379,4.391841491841491,155.0,16.5,0.99,718.8444444444444,89945.0,502.0,1376.0,0.698,1.914,2.741,Normal
RVW,2017-18,86.7,3.66,0.1354,3.5625040597596622,67.0,13.3,1.83,658.7333333333333,92315.0,485.0,1443.0,0.736,2.191,2.975,Attention
RVY,2017-18,93.4,4.589,0.0971,5.161507618283881,144.0,6.6,1.23,411.97777777777776,52500.0,283.0,742.0,0.687,1.801,2.622,Critique
RW6,2017-18,87.6,3.245,0.1011,3.5384445027724007,160.0,12.4,1.63,1224.588888888889,193850.0,1130.0,2722.0,0.923,2.223,2.409,Attention
RWA,2017-18,85.6,4.058,0.0755,4.177272887468722,194.0,14.4,2.52,1102.3555555555556,155030.0,959.0,2187.0,0.87,1.984,2.281,Attention
RWJ,2017-18,89.6,3.323,0.1111,4.1488278147981905,199.0,10.4,2.12,709.1777777777778,89975.0,482.0,1451.0,0.68,2.046,3.01,Attention
RWW,2017-18,87.7,3.092,0.0923,3.911836485661989,148.0,12.3,2.99,630.2555555555556,75805.0,389.0,938.0,0.617,1.488,2.411,Attention
RWY,2017-18,93.3,3.704,0.0655,3.715006287353236,150.0,6.7,3.14,754.8555555555556,114515.0,545.0,1594.0,0.722,2.112,2.925,Attention
RXL,2017-18,95.9,4.298,0.0983,5.350992786229555,184.0,4.1,2.02,673.4,107875.0,545.0,2157.0,0.809,3.203,3.958,Critique
RXN,2017-18,91.9,3.221,0.1007,4.313878581735724,150.0,8.1,6.54,891.0111111111111,130045.0,832.0,1994.0,0.934,2.238,2.397,Attention
RXP,2017-18,83.7,3.781,0.0671,3.7408581938950842,178.0,16.3,1.79,1005.9444444444445,119300.0,691.0,2102.0,0.687,2.09,3.042,Normal
RXR,2017-18,90.9,3.49,0.0872,4.330798765339155,152.0,9.1,1.73,961.9333333333333,131900.0,763.0,2243.0,0.793,2.332,2.94,Attention
RAJ,2017-18,89.0,4.38,0.0921,3.43333105405313,161.0,11.0,3.25,587.2888888888889,104265.0,559.0,1060.0,0.952,1.805,1.896,Attention
RBK,2017-18,89.6,3.699,0.0802,4.242952256542075,186.0,10.4,2.03,526.8555555555556,67360.0,390.0,1125.0,0.74,2.135,2.885,Attention
RC1,2017-18,98.6,3.358,0.0399,3.8604385623459194,188.0,1.4,2.27,427.9,62700.0,339.0,748.0,0.792,1.748,2.206,Attention
RC9,2017-18,89.7,2.386,0.0241,3.170574849114475,165.0,10.3,10.62,733.5111111111111,112000.0,605.0,1159.0,0.825,1.58,1.916,Attention
RCX,2017-18,90.0,3.789,0.0957,3.421409128315503,164.0,10.0,3.22,496.93333333333334,85660.0,354.0,791.0,0.712,1.592,2.234,Attention
RD8,2017-18,96.4,2.912,0.0549,4.06063004242784,169.0,3.6,3.7,485.0,70975.0,416.0,836.0,0.858,1.724,2.01,Attention
RDE,2017-18,90.4,4.338,0.1793,3.7878153824693555,140.0,9.6,2.26,609.7,95395.0,476.0,1101.0,0.781,1.806,2.313,Attention
RFS,2017-18,90.2,3.824,0.1047,3.3532397288185827,176.0,9.8,6.22,535.7666666666667,80250.0,407.0,918.0,0.76,1.713,2.256,Attention
RGN,2017-18,83.2,3.681,0.098,3.8445464982778415,177.0,16.8,2.14,909.6555555555556,131695.0,702.0,1632.0,0.772,1.794,2.325,Normal
RGP,2017-18,81.5,5.371,0.0763,4.71485870556062,159.0,18.5,1.26,480.8222222222222,62870.0,305.0,838.0,0.634,1.743,2.748,Attention
RGR,2017-18,80.7,4.068,0.0837,3.9179513406882442,154.0,19.3,2.03,519.5888888888888,63330.0,390.0,959.0,0.751,1.846,2.459,Attention
RGT,2017-18,95.5,3.137,0.0993,4.911576770126688,145.0,4.5,1.48,995.9888888888889,143950.0,1349.0,2761.0,1.354,2.772,2.047,Attention
RJC,2017-18,94.8,3.682,0.0888,4.877370551885788,137.0,5.2,1.29,484.53333333333336,65310.0,337.0,1364.0,0.696,2.815,4.047,Attention
RJE,2017-18,94.7,3.506,0.07,3.786543390153773,162.0,5.3,6.0,1449.0,215720.0,1146.0,2929.0,0.791,2.021,2.556,Critique
RK5,2017-18,87.2,3.684,0.1579,3.912164731876053,171.0,12.8,6.28,667.2111111111111,93105.0,464.0,1145.0,0.695,1.716,2.468,Attention
RKB,2017-18,94.1,3.12,0.0621,4.117502606046027,110.0,5.9,5.3,1139.2444444444445,169055.0,997.0,2309.0,0.875,2.027,2.316,Attention
RL4,2017-18,96.6,3.93,0.0619,4.292697774505918,144.0,3.4,5.36,838.0,129200.0,840.0,2139.0,1.002,2.553,2.546,Critique
RLQ,2017-18,89.7,4.353,0.1451,4.363438101347017,187.0,10.3,1.56,286.5444444444444,53075.0,314.0,802.0,1.096,2.799,2.554,Attention
RLT,2017-18,94.6,4.815,0.0944,4.98032471106219,147.0,5.4,1.54,322.23333333333335,39195.0,225.0,591.0,0.698,1.834,2.627,Critique
RM1,2017-18,91.2,4.077,0.0823,3.8489258265153232,210.0,8.8,4.03,991.2444444444444,177385.0,1031.0,2084.0,1.04,2.102,2.021,Attention
RNA,2017-18,92.8,3.635,0.0905,3.48162731504268,159.0,7.2,10.32,716.3555555555556,112740.0,510.0,1406.0,0.712,1.963,2.757,Critique
RNQ,2017-18,96.8,3.402,0.0836,4.476172093651682,201.0,3.2,4.94,672.0,92160.0,438.0,1002.0,0.652,1.491,2.288,Attention
RNS,2017-18,90.5,2.889,0.0769,3.98310682613523,139.0,9.5,10.03,799.0111111111111,111765.0,528.0,1275.0,0.661,1.596,2.415,Attention
RQ8,2017-18,96.8,3.671,0.1268,3.5443514350028136,171.0,3.2,2.06,587.6333333333333,94640.0,576.0,1199.0,0.98,2.04,2.082,Critique
RQW,2017-18,90.4,3.445,0.0745,3.521235278063527,150.0,9.6,11.71,558.3444444444444,69830.0,481.0,701.0,0.861,1.255,1.457,Attention
RTG,2017-18,87.3,3.587,0.1004,4.105964332613208,171.0,12.7,6.46,1096.6666666666667,164300.0,942.0,2327.0,0.859,2.122,2.47,Attention
RWD,2017-18,83.8,4.633,0.1167,4.28503021457778,201.0,16.2,2.73,1198.8444444444444,147390.0,818.0,1909.0,0.682,1.592,2.334,Attention
RWE,2017-18,87.2,2.82,0.0814,3.588246848107637,167.0,12.8,6.15,1694.5111111111112,270145.0,1801.0,3559.0,1.063,2.1,1.976,Attention
RWG,2017-18,84.7,3.476,0.0778,4.076325571051879,163.0,15.3,3.63,750.1666666666666,102830.0,626.0,1198.0,0.834,1.597,1.914,Normal
RWH,2017-18,93.1,3.874,0.0642,3.69036656102374,145.0,6.9,2.56,677.8888888888889,115185.0,745.0,1550.0,1.099,2.287,2.081,Attention
RX1,2017-18,89.9,3.37,0.0893,4.333330990568027,189.0,10.1,6.15,1646.9222222222222,218420.0,1721.0,3978.0,1.045,2.415,2.311,Attention
RXW,2017-18,93.6,4.299,0.051,4.173317037263371,169.0,6.4,1.26,759.8111111111111,127380.0,548.0,1366.0,0.721,1.798,2.493,Attention
R1H,2017-18,89.4,2.364,0.0496,4.317917927272302,175.0,10.6,2.06,1790.0,238060.0,2443.0,4449.0,1.365,2.485,1.821,Attention
R1K,2017-18,94.3,2.746,0.0803,4.4148278201189095,276.0,5.7,3.67,1297.3444444444444,165690.0,1226.0,2543.0,0.945,1.96,2.074,Critique
RAL,2017-18,90.1,2.699,0.1007,4.241217798594848,180.0,9.9,8.13,996.8888888888889,175710.0,1574.0,2473.0,1.579,2.481,1.571,Attention
RAP,2017-18,92.3,2.85,0.1082,4.045195261079421,187.0,7.7,2.01,524.2111111111111,76675.0,519.0,987.0,0.99,1.883,1.902,Critique
RAS,2017-18,87.0,2.617,0.0716,4.16506786896254,196.0,13.0,5.33,502.56666666666666,64215.0,444.0,802.0,0.883,1.596,1.806,Attention
RAX,2017-18,93.6,2.194,0.1179,2.822548969380262,185.0,6.4,15.08,457.53333333333336,77175.0,490.0,797.0,1.071,1.742,1.627,Critique
RF4,2017-18,89.9,3.813,0.0458,4.081909152237463,234.0,10.1,1.96,973.0,137485.0,848.0,1774.0,0.872,1.823,2.092,Attention
RJ2,2017-18,96.7,2.75,0.0479,3.9774374006564415,204.0,3.3,7.23,933.5666666666667,137740.0,858.0,1754.0,0.919,1.879,2.044,Critique
RJ6,2017-18,90.4,3.163,0.0603,4.355148821963614,125.0,9.6,2.14,559.1444444444444,64630.0,482.0,990.0,0.862,1.771,2.054,Attention
RJ7,2017-18,97.0,2.361,0.06,4.052340614282778,228.0,3.0,3.46,926.6555555555556,129940.0,1289.0,2467.0,1.391,2.662,1.914,Attention
RJZ,2017-18,96.5,2.921,0.0759,5.185699187414453,206.0,3.5,3.86,1387.7777777777778,209485.0,2112.0,3812.0,1.522,2.747,1.805,Critique
RKE,2017-18,84.5,2.245,0.0696,4.066659575222494,171.0,15.5,2.12,361.97777777777776,46005.0,487.0,1010.0,1.345,2.79,2.074,Normal
RQM,2017-18,90.6,1.744,0.0252,3.53822215213163,203.0,9.4,2.98,922.0666666666667,135135.0,1120.0,1688.0,1.215,1.831,1.507,Attention
RQX,2017-18,86.2,1.247,0.0372,4.276922742489457,189.0,13.8,10.94,360.76666666666665,67220.0,487.0,977.0,1.35,2.708,2.006,Attention
RYJ,2017-18,82.3,2.063,0.0563,4.053065943350083,193.0,17.7,7.17,1190.2111111111112,213300.0,1811.0,3215.0,1.522,2.701,1.775,Attention
RA3,2017-18,98.2,5.593,0.0893,5.381643327146954,172.0,1.8,0.65,267.3222222222222,29110.0,173.0,390.0,0.647,1.459,2.254,Critique
RA4,2017-18,90.1,3.932,0.0405,4.014011543008135,143.0,9.9,1.24,366.3,46900.0,256.0,532.0,0.699,1.452,2.078,Attention
RA7,2017-18,92.1,2.316,0.0586,3.9229974293723275,154.0,7.9,5.03,812.7555555555556,138170.0,1234.0,2482.0,1.518,3.054,2.011,Critique
RA9,2017-18,85.4,3.82,0.1145,3.2215710843373495,120.0,14.6,2.47,397.4,79490.0,481.0,1223.0,1.21,3.078,2.543,Attention
RBA,2017-18,88.8,3.199,0.0551,3.4205374563460182,161.0,11.2,4.85,497.0,97955.0,493.0,1065.0,0.992,2.143,2.16,Attention
RBD,2017-18,88.5,3.866,0.0876,3.5264946947074147,83.0,11.5,3.63,329.53333333333336,55905.0,338.0,650.0,1.026,1.972,1.923,Attention
RBZ,2017-18,84.7,3.764,0.0529,3.2354768462178956,150.0,15.3,4.92,285.6111111111111,49150.0,325.0,778.0,1.138,2.724,2.394,Normal
RD1,2017-18,99.6,3.484,0.1266,4.179624174031724,185.0,0.4,2.24,658.5444444444445,88495.0,588.0,1241.0,0.893,1.884,2.111,Critique
RD3,2017-18,85.5,3.217,0.069,3.6510755235478065,168.0,14.5,3.0,592.3444444444444,78255.0,476.0,945.0,0.804,1.595,1.985,Attention
RDU,2017-18,94.9,2.86,0.0633,3.8413167557623145,231.0,5.1,1.75,1396.9666666666667,195935.0,1092.0,2308.0,0.782,1.652,2.114,Attention
RDZ,2017-18,95.0,4.365,0.0526,3.667832550005465,180.0,5.0,0.36,585.6,104555.0,500.0,1242.0,0.854,2.121,2.484,Attention
RHM,2017-18,91.7,3.203,0.086,4.79965787093476,180.0,8.3,1.33,1167.4444444444443,148840.0,1460.0,3160.0,1.251,2.707,2.164,Attention
RHU,2017-18,97.7,3.922,0.106,5.054138719415918,181.0,2.3,1.97,1026.4666666666667,137780.0,955.0,2055.0,0.93,2.002,2.152,Critique
RHW,2017-18,83.7,3.078,0.0696,3.429140665099819,164.0,16.3,7.02,688.1444444444444,107830.0,706.0,1422.0,1.026,2.066,2.014,Attention
RK9,2017-18,92.1,3.643,0.1043,4.397612500321246,194.0,7.9,1.49,940.8333333333334,121740.0,980.0,1815.0,1.042,1.929,1.852,Attention
RN3,2017-18,93.4,3.042,0.076,4.1528427109556345,147.0,6.6,2.0,603.0777777777778,94700.0,542.0,1527.0,0.899,2.532,2.817,Attention
RNZ,2017-18,86.1,3.019,0.0597,4.483173076923077,161.0,13.9,7.54,510.0,58595.0,379.0,757.0,0.743,1.484,1.997,Attention
RPA,2017-18,90.6,3.517,0.1024,3.7133234017747263,125.0,9.4,2.25,512.7555555555556,82070.0,550.0,1010.0,1.073,1.97,1.836,Attention
RTE,2017-18,92.6,3.412,0.1276,3.7756004518040194,183.0,7.4,5.9,1007.4333333333333,160695.0,851.0,1994.0,0.845,1.979,2.343,Critique
RTH,2017-18,94.4,2.782,0.0688,3.7294947004360455,178.0,5.6,1.77,1107.588888888889,200690.0,1745.0,3275.0,1.575,2.957,1.877,Attention
RTK,2017-18,90.0,4.125,0.0904,4.158245548615643,182.0,10.0,1.42,521.4555555555555,76330.0,553.0,883.0,1.06,1.693,1.597,Attention
RTP,2017-18,91.4,3.857,0.0909,4.714601277419134,180.0,8.6,1.69,682.3777777777777,87990.0,615.0,1003.0,0.901,1.47,1.631,Attention
RVV,2017-18,94.1,3.98,0.0984,3.4842673087173077,168.0,5.9,2.91,1034.0,173770.0,987.0,1926.0,0.955,1.863,1.951,Attention
RWF,2017-18,94.0,3.53,0.0995,4.018174917770094,156.0,6.0,2.29,850.0444444444445,111520.0,692.0,1301.0,0.814,1.531,1.88,Attention
RXC,2017-18,93.8,4.634,0.1299,4.888192086480493,158.0,6.2,1.32,777.5333333333333,102385.0,599.0,1914.0,0.77,2.462,3.195,Critique
RXH,2017-18,92.3,3.362,0.1264,4.612018519272806,178.0,7.7,1.46,906.4333333333333,124250.0,1144.0,2263.0,1.262,2.497,1.978,Critique
RXQ,2017-18,90.6,2.933,0.0936,4.274554785209353,187.0,9.4,5.42,744.0,110035.0,678.0,1664.0,0.911,2.237,2.454,Attention
R0A,2018-19,89.2,1.851,0.0437,4.318131520708189,183.0,10.8,3.68,2190.211111111111,315675.0,2488.0,6209.0,1.136,2.835,2.496,Attention
RAE,2018-19,88.2,1.931,0.0127,2.5658699169662147,216.0,11.8,9.89,691.9333333333333,142055.0,689.0,1453.0,0.996,2.1,2.109,Attention
RBL,2018-19,91.6,3.354,0.0486,4.219717375989391,198.0,8.4,4.06,797.4444444444445,109000.0,581.0,1507.0,0.729,1.89,2.594,Attention
RBN,2018-19,94.8,2.874,0.0221,3.1604438779686386,204.0,5.2,6.29,720.3888888888889,126415.0,717.0,1504.0,0.995,2.088,2.098,Critique
RBT,2018-19,81.4,2.783,0.023,3.4939648935765146,140.0,18.6,6.23,616.0,82785.0,345.0,1049.0,0.56,1.703,3.041,Attention
RCB,2018-19,95.4,3.401,0.0275,3.6980785245668555,179.0,4.6,4.92,1002.0,163380.0,803.0,1902.0,0.801,1.898,2.369,Attention
RCD,2018-19,86.4,3.302,0.0117,4.121411439784868,141.0,13.6,1.06,326.1111111111111,59755.0,386.0,1551.0,1.184,4.756,4.018,Attention
RCF,2018-19,90.0,3.009,0.0092,3.7420179925912858,174.0,10.0,3.06,317.0,65565.0,263.0,661.0,0.83,2.085,2.513,Attention
REM,2018-19,91.6,3.203,0.0599,4.373313942338426,153.0,8.4,0.06,828.2111111111111,105140.0,576.0,1280.0,0.695,1.545,2.222,Attention
RFF,2018-19,87.4,3.411,0.0177,3.255023993629639,160.0,12.6,3.92,431.0,73640.0,371.0,901.0,0.861,2.09,2.429,Attention
RFR,2018-19,90.2,4.125,0.0232,4.03921568627451,162.0,9.8,1.63,453.0888888888889,64575.0,364.0,1206.0,0.803,2.662,3.313,Attention
RHQ,2018-19,95.2,3.074,0.0339,4.715218470056675,156.0,4.8,4.09,1494.0444444444445,244895.0,1656.0,4037.0,1.108,2.702,2.438,Critique
RJN,2018-19,89.0,4.59,0.0257,5.171121367347974,167.0,11.0,1.07,352.6666666666667,35060.0,261.0,713.0,0.74,2.022,2.732,Attention
RJR,2018-19,93.9,3.194,0.0341,4.044506536273825,164.0,6.1,10.59,531.7222222222222,85085.0,466.0,939.0,0.876,1.766,2.015,Critique
RM3,2018-19,95.3,3.487,0.0241,5.517521359635364,199.0,4.7,2.38,805.0,99455.0,891.0,2056.0,1.107,2.554,2.308,Critique
RMC,2018-19,84.3,2.862,0.0352,3.527669840036267,149.0,15.7,8.46,671.0888888888888,85330.0,500.0,1712.0,0.745,2.551,3.424,Attention
RMP,2018-19,88.1,4.136,0.0455,3.938426188877988,204.0,11.9,1.5,458.14444444444445,50595.0,324.0,1011.0,0.707,2.207,3.12,Attention
RNL,2018-19,89.6,3.789,0.0315,3.9850446568637703,151.0,10.4,1.36,574.0777777777778,79335.0,461.0,1135.0,0.803,1.977,2.462,Attention
RP5,2018-19,84.7,3.604,0.0225,3.5977576965899383,144.0,15.3,1.81,850.6444444444444,124605.0,602.0,1605.0,0.708,1.887,2.666,Normal
RQ6,2018-19,100.0,3.858,0.0388,5.268253488108292,185.0,0.0,0.01,706.8777777777777,95285.0,875.0,1760.0,1.238,2.49,2.011,Attention
RR8,2018-19,89.4,3.276,0.0629,5.418913953414065,172.0,10.6,1.88,1919.4666666666667,195430.0,2098.0,3838.0,1.093,2.0,1.829,Attention
RRF,2018-19,89.2,3.721,0.0289,3.413801852086769,180.0,10.8,1.01,477.4888888888889,86645.0,530.0,1155.0,1.11,2.419,2.179,Attention
RTD,2018-19,83.0,2.447,0.0395,4.901270790506447,107.0,17.0,1.01,1593.8666666666666,223055.0,1769.0,4225.0,1.11,2.651,2.388,Normal
RTF,2018-19,83.1,4.14,0.028,3.830403309203723,108.0,16.9,0.71,925.5888888888888,124915.0,617.0,2263.0,0.667,2.445,3.668,Normal
RTR,2018-19,91.4,3.041,0.0314,3.9297470713825784,116.0,8.6,2.18,925.3666666666667,152860.0,983.0,2531.0,1.062,2.735,2.575,Attention
RTX,2018-19,82.7,3.464,0.0212,4.450653040141677,162.0,17.3,1.3,703.5222222222222,94170.0,571.0,1837.0,0.812,2.611,3.217,Normal
RVW,2018-19,83.7,3.312,0.0365,3.231469283302291,56.0,16.3,1.79,633.9444444444445,95840.0,482.0,1342.0,0.76,2.117,2.784,Normal
RVY,2018-19,84.8,3.57,0.0332,4.031345957011259,167.0,15.2,0.97,451.34444444444443,60185.0,307.0,739.0,0.68,1.637,2.407,Normal
RW6,2018-19,87.8,2.895,0.0202,3.270122459594453,162.0,12.2,1.52,1241.7,208025.0,855.0,2609.0,0.689,2.101,3.051,Attention
RWA,2018-19,86.7,3.921,0.0236,4.1733758141503445,188.0,13.3,2.44,1088.2333333333333,160680.0,1033.0,2223.0,0.949,2.043,2.152,Attention
RWJ,2018-19,89.0,3.017,0.0236,4.089106140366218,183.0,11.0,1.84,683.2777777777778,88870.0,486.0,1456.0,0.711,2.131,2.996,Attention
RWW,2018-19,84.7,3.026,0.0334,4.129810039265626,177.0,15.3,2.69,588.7666666666667,71870.0,400.0,959.0,0.679,1.629,2.398,Normal
RWY,2018-19,86.5,3.252,0.0335,3.4726295277712516,162.0,13.5,2.76,714.9555555555555,119335.0,570.0,1549.0,0.797,2.167,2.718,Attention
RXL,2018-19,90.3,4.306,0.0313,5.317677732079906,201.0,9.7,1.74,704.4333333333333,105525.0,567.0,2010.0,0.805,2.853,3.545,Attention
RXN,2018-19,92.8,2.744,0.0442,3.9882862917955335,184.0,7.2,6.72,824.9555555555555,133555.0,835.0,1987.0,1.012,2.409,2.38,Critique
RXP,2018-19,81.7,3.625,0.0175,3.642118833569114,91.0,18.3,1.45,1019.8111111111111,119670.0,715.0,2115.0,0.701,2.074,2.958,Normal
RXR,2018-19,90.8,3.236,0.0269,4.0925675512520225,161.0,9.2,1.62,971.0,137295.0,766.0,2256.0,0.789,2.323,2.945,Attention
RBK,2018-19,88.8,3.303,0.0165,4.163809845478341,177.0,11.2,1.94,512.1222222222223,66520.0,380.0,1138.0,0.742,2.222,2.995,Attention
RC1,2018-19,97.6,3.48,0.0168,3.932441077871894,187.0,2.4,2.16,399.68888888888887,65325.0,354.0,767.0,0.886,1.919,2.167,Attention
RC9,2018-19,89.5,2.087,0.0076,3.0277274971202894,182.0,10.5,11.5,724.1,118535.0,602.0,1189.0,0.831,1.642,1.975,Attention
RCX,2018-19,84.8,3.461,0.0541,3.3176441596845736,180.0,15.2,4.11,484.4222222222222,88700.0,415.0,773.0,0.857,1.596,1.863,Normal
RD8,2018-19,92.3,2.607,0.0154,3.469051379726842,199.0,7.7,3.22,548.0,77900.0,430.0,905.0,0.785,1.651,2.105,Attention
RDE,2018-19,89.9,4.042,0.0089,3.8881890032604427,180.0,10.1,2.66,1319.611111111111,202060.0,1033.0,2624.0,0.783,1.988,2.54,Attention
RFS,2018-19,86.3,3.461,0.0157,3.2442894926665065,168.0,13.7,5.45,561.4888888888889,82685.0,428.0,969.0,0.762,1.726,2.264,Attention
RGN,2018-19,82.3,3.399,0.0436,3.798308305240576,189.0,17.7,1.94,926.3777777777777,135365.0,739.0,1674.0,0.798,1.807,2.265,Normal
RGP,2018-19,87.5,4.952,0.0242,4.38931057199324,167.0,12.5,1.12,464.0,66120.0,313.0,826.0,0.675,1.78,2.639,Attention
RGR,2018-19,80.3,3.822,0.0295,4.098449392521156,173.0,19.7,1.75,476.2888888888889,64320.0,401.0,975.0,0.842,2.047,2.431,Normal
RGT,2018-19,93.0,2.818,0.044,4.916375928049737,189.0,7.0,1.18,1026.6333333333334,152130.0,1409.0,3079.0,1.372,2.999,2.185,Attention
RJC,2018-19,86.9,3.204,0.025,4.427865191096389,137.0,13.1,1.43,486.2111111111111,68090.0,377.0,1425.0,0.775,2.931,3.78,Attention
RJE,2018-19,88.7,3.013,0.0297,3.337641006773581,167.0,11.3,5.69,1471.0,239190.0,1150.0,2925.0,0.782,1.988,2.543,Attention
RK5,2018-19,87.4,3.343,0.0417,3.8352510911380615,172.0,12.6,6.19,660.7,93515.0,480.0,1182.0,0.727,1.789,2.462,Attention
